FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
931909|06114 Water Well|Well|NM|35|Eddy|015|324711N|1042432W|32.786502|-104.4088519|||||1036|3399|Artesia|05/01/1994|
931910|06118 Water Well|Well|NM|35|Eddy|015|324716N|1042328W|32.787891|-104.3910736|||||1028|3373|Artesia|05/01/1994|
931911|05036 Water Well|Well|NM|35|Eddy|015|324728N|1042721W|32.7912237|-104.455798|||||1064|3491|Artesia|05/01/1994|
931912|71066 Water Well|Well|NM|35|Eddy|015|324728N|1042721W|32.7912237|-104.455798|||||1064|3491|Artesia|05/01/1994|
931913|71075 Water Well|Well|NM|35|Eddy|015|324729N|1042547W|32.7915017|-104.429686|||||1048|3438|Artesia|05/01/1994|
931914|06138 Water Well|Well|NM|35|Eddy|015|324700N|1042444W|32.7834464|-104.4121854|||||1038|3405|Artesia|05/01/1994|
931915|06137 Water Well|Well|NM|35|Eddy|015|324700N|1042444W|32.7834464|-104.4121854|||||1038|3405|Artesia|05/01/1994|
931916|10117 Water Well|Well|NM|35|Eddy|015|324701N|1042444W|32.7837242|-104.4121854|||||1037|3402|Artesia|05/01/1994|
931917|71035 Water Well|Well|NM|35|Eddy|015|324702N|1042331W|32.7840022|-104.3919069|||||1028|3373|Artesia|05/01/1994|
931918|06121 Water Well|Well|NM|35|Eddy|015|324703N|1042257W|32.7842801|-104.3824621|||||1023|3356|Artesia|05/01/1994|
931919|10467 Water Well|Well|NM|35|Eddy|015|324620N|1042553W|32.7723353|-104.4313527|||||1048|3438|Artesia|05/01/1994|
931920|10465 Water Well|Well|NM|35|Eddy|015|324624N|1042446W|32.7734466|-104.412741|||||1037|3402|Artesia|05/01/1994|
931921|06130 Water Well|Well|NM|35|Eddy|015|324630N|1042239W|32.7751136|-104.3774619|||||1020|3346|Artesia|05/01/1994|
931922|06141 Water Well|Well|NM|35|Eddy|015|324647N|1042357W|32.7798355|-104.3991294|||||1031|3383|Artesia|05/01/1994|
931923|06425 Water Well|Well|NM|35|Eddy|015|324652N|1042412W|32.7812243|-104.4032962|||||1033|3389|Artesia|05/01/1994|
931924|06155 Water Well|Well|NM|35|Eddy|015|324612N|1042240W|32.7701136|-104.3777397|||||1019|3343|Artesia|05/01/1994|
931925|06136 Water Well|Well|NM|35|Eddy|015|324612N|1042311W|32.7701136|-104.3863511|||||1027|3369|Artesia|05/01/1994|
931926|06134 Water Well|Well|NM|35|Eddy|015|324612N|1042323W|32.7701135|-104.3896846|||||1029|3376|Artesia|05/01/1994|
931927|71036 Water Well|Well|NM|35|Eddy|015|324612N|1042340W|32.7701135|-104.394407|||||1031|3383|Artesia|05/01/1994|
931928|10120 Water Well|Well|NM|35|Eddy|015|324612N|1042546W|32.7701132|-104.4294082|||||1047|3435|Artesia|05/01/1994|
931929|10112 Water Well|Well|NM|35|Eddy|015|324543N|1042726W|32.7620574|-104.457187|||||1061|3481|Artesia|05/01/1994|
931930|10122 Water Well|Well|NM|35|Eddy|015|324546N|1042342W|32.7628914|-104.3949625|||||1032|3386|Artesia|05/01/1994|
931931|06146 Water Well|Well|NM|35|Eddy|015|324547N|1042413W|32.7631691|-104.403574|||||1036|3399|Artesia|05/01/1994|
931932|10454 Water Well|Well|NM|35|Eddy|015|324551N|1042412W|32.7642802|-104.4032962|||||1036|3399|Artesia|05/01/1994|
931933|05076 Water Well|Well|NM|35|Eddy|015|324551N|1042500W|32.7642801|-104.41663|||||1040|3412|Artesia|05/01/1994|
931934|06154 Water Well|Well|NM|35|Eddy|015|324527N|1042311W|32.7576138|-104.3863511|||||1026|3366|Artesia|05/01/1994|
931935|71119 Water Well|Well|NM|35|Eddy|015|324528N|1042311W|32.7578916|-104.3863511|||||1026|3366|Artesia|05/01/1994|
931936|06145 Water Well|Well|NM|35|Eddy|015|324531N|1042546W|32.7587244|-104.4294082|||||1047|3435|Artesia|05/01/1994|
931937|06424 Water Well|Well|NM|35|Eddy|015|324533N|1042515W|32.7592801|-104.4207968|||||1043|3422|Artesia|05/01/1994|
931938|06159 Water Well|Well|NM|35|Eddy|015|324534N|1042239W|32.7595582|-104.3774619|||||1020|3346|Artesia|05/01/1994|
931939|05073 Water Well|Well|NM|35|Eddy|015|324509N|1042647W|32.7526133|-104.4463533|||||1056|3465|Artesia|05/01/1994|
931940|05081 Water Well|Well|NM|35|Eddy|015|324516N|1042528W|32.7545578|-104.4244081|||||1044|3425|Artesia|05/01/1994|
931941|71040 Water Well|Well|NM|35|Eddy|015|324519N|1042504W|32.7553913|-104.4177411|||||1042|3419|Artesia|05/01/1994|
931942|06151 Water Well|Well|NM|35|Eddy|015|324521N|1042406W|32.7559469|-104.4016294|||||1034|3392|Artesia|05/01/1994|
931943|06149 Water Well|Well|NM|35|Eddy|015|324521N|1042432W|32.7559469|-104.4088519|||||1038|3405|Artesia|05/01/1994|
931944|10147 Water Well|Well|NM|35|Eddy|015|323818N|1044059W|32.6384418|-104.6830233|||||1203|3947|Antelope Sink|05/01/1994|
931945|RA-7804 Water Well|Well|NM|35|Eddy|015|324120N|1044336W|32.6889968|-104.7266352|||||1233|4045|Antelope Sink|05/01/1994|
931946|10108 Water Well|Well|NM|35|Eddy|015|324327N|1044254W|32.7242752|-104.7149685|||||1226|4022|Antelope Sink|05/01/1994|
931947|10128 Water Well|Well|NM|35|Eddy|015|324501N|1042239W|32.7503918|-104.3774618|||||1022|3353|Artesia|05/01/1994|
931948|06426 Water Well|Well|NM|35|Eddy|015|324502N|1042237W|32.7506696|-104.3769063|||||1021|3350|Artesia|05/01/1994|
931949|06436 Water Well|Well|NM|35|Eddy|015|323512N|1041143W|32.5867839|-104.1952298|||||999|3278|Angel Draw|05/01/1994|
931950|06435 Water Well|Well|NM|35|Eddy|015|323514N|1041145W|32.5873394|-104.1957854|||||1000|3281|Angel Draw|05/01/1994|
931951|06434 Water Well|Well|NM|35|Eddy|015|323552N|1040843W|32.5978954|-104.1452288|||||999|3278|Angel Draw|05/01/1994|
931952|12179 Water Well|Well|NM|35|Eddy|015|323645N|1040742W|32.6126177|-104.1282844|||||1003|3291|Angel Draw|05/01/1994|
931953|12178 Water Well|Well|NM|35|Eddy|015|323724N|1041041W|32.6234503|-104.1780081|||||1020|3346|Angel Draw|05/01/1994|
931954|06705 Water Well|Well|NM|35|Eddy|015|323029N|1041041W|32.5081737|-104.1780052|||||975|3199|Angel Draw|05/01/1994|
931955|06706 Water Well|Well|NM|35|Eddy|015|323042N|1041157W|32.5117845|-104.199117|||||977|3205|Angel Draw|05/01/1994|
931956|06708 Water Well|Well|NM|35|Eddy|015|323146N|1041100W|32.5295622|-104.1832837|||||975|3199|Angel Draw|05/01/1994|
931957|06442 Water Well|Well|NM|35|Eddy|015|323146N|1041100W|32.5295622|-104.1832837|||||975|3199|Angel Draw|05/01/1994|
931958|06443 Water Well|Well|NM|35|Eddy|015|323159N|1040801W|32.5331739|-104.1335602|||||978|3209|Angel Draw|05/01/1994|
931959|20031 Water Well|Well|NM|35|Eddy|015|322912N|1042530W|32.4867808|-104.4249598|||||1048|3438|Azotea Peak|05/01/1994|
931960|20028 Water Well|Well|NM|35|Eddy|015|322920N|1042425W|32.4890034|-104.4069035|||||1021|3350|Azotea Peak|05/01/1994|
931961|06741 Water Well|Well|NM|35|Eddy|015|322920N|1042426W|32.4890034|-104.4071813|||||1020|3346|Azotea Peak|05/01/1994|
931962|06742 Water Well|Well|NM|35|Eddy|015|322920N|1042426W|32.4890034|-104.4071813|||||1020|3346|Azotea Peak|05/01/1994|
931963|06743 Water Well|Well|NM|35|Eddy|015|322923N|1042407W|32.4898368|-104.4019032|||||1022|3353|Azotea Peak|05/01/1994|
931964|06734 Water Well|Well|NM|35|Eddy|015|322654N|1042711W|32.4484469|-104.4530152|||||1111|3645|Azotea Peak|05/01/1994|
931965|06736 Water Well|Well|NM|35|Eddy|015|322709N|1042955W|32.4526127|-104.4985731|||||1123|3684|Azotea Peak|05/01/1994|
931966|20033 Water Well|Well|NM|35|Eddy|015|322720N|1042737W|32.4556691|-104.460238|||||1071|3514|Azotea Peak|05/01/1994|
931967|06735 Water Well|Well|NM|35|Eddy|015|322720N|1042737W|32.4556691|-104.460238|||||1071|3514|Azotea Peak|05/01/1994|
931968|06733 Water Well|Well|NM|35|Eddy|015|322732N|1042755W|32.4590023|-104.4652384|||||1083|3553|Azotea Peak|05/01/1994|
931972|20153 Water Well|Well|NM|35|Eddy|015|322259N|1042552W|32.3831696|-104.4310671|||||1139|3737|Azotea Peak|05/01/1994|
931973|20154 Water Well|Well|NM|35|Eddy|015|322259N|1042552W|32.3831696|-104.4310671|||||1139|3737|Azotea Peak|05/01/1994|
931984|20143 Water Well|Well|NM|35|Eddy|015|322303N|1042701W|32.3842803|-104.4502346|||||1192|3911|Azotea Peak|05/01/1994|
931985|20150 Water Well|Well|NM|35|Eddy|015|322411N|1042437W|32.4031701|-104.4102336|||||1092|3583|Azotea Peak|05/01/1994|
931986|20151 Water Well|Well|NM|35|Eddy|015|322424N|1042347W|32.4067815|-104.3963442|||||1075|3527|Azotea Peak|05/01/1994|
931987|06748 Water Well|Well|NM|35|Eddy|015|322626N|1042331W|32.4406704|-104.3919009|||||1068|3504|Azotea Peak|05/01/1994|
931988|20034 Water Well|Well|NM|35|Eddy|015|322626N|1042333W|32.4406704|-104.3924564|||||1067|3501|Azotea Peak|05/01/1994|
931989|06732 Water Well|Well|NM|35|Eddy|015|322733N|1042755W|32.4592801|-104.4652384|||||1084|3556|Azotea Peak|05/01/1994|
931990|06731 Water Well|Well|NM|35|Eddy|015|322741N|1042909W|32.4615019|-104.4857951|||||1134|3720|Azotea Peak|05/01/1994|
931991|06746 Water Well|Well|NM|35|Eddy|015|322817N|1042624W|32.4715028|-104.4399599|||||1062|3484|Azotea Peak|05/01/1994|
931992|06745 Water Well|Well|NM|35|Eddy|015|322833N|1042558W|32.4759473|-104.4327375|||||1048|3438|Azotea Peak|05/01/1994|
931993|06744 Water Well|Well|NM|35|Eddy|015|322837N|1042538W|32.4770585|-104.4271818|||||1043|3422|Azotea Peak|05/01/1994|
931994|06740 Water Well|Well|NM|35|Eddy|015|322926N|1042408W|32.4906702|-104.4021811|||||1020|3346|Azotea Peak|05/01/1994|
931995|06707 Water Well|Well|NM|35|Eddy|015|323011N|1041239W|32.5031733|-104.2107838|||||1001|3284|Angel Draw|05/01/1994|
931996|06704 Water Well|Well|NM|35|Eddy|015|323021N|1040824W|32.5059518|-104.1399484|||||973|3192|Angel Draw|05/01/1994|
931997|06703 Water Well|Well|NM|35|Eddy|015|323022N|1040822W|32.5062296|-104.1393929|||||973|3192|Angel Draw|05/01/1994|
931998|00817 Water Well|Well|NM|35|Eddy|015|323022N|1041227W|32.5062288|-104.2074504|||||996|3268|Angel Draw|05/01/1994|
931999|06441 Water Well|Well|NM|35|Eddy|015|323253N|1040933W|32.5481735|-104.1591168|||||983|3225|Angel Draw|05/01/1994|
932000|06439 Water Well|Well|NM|35|Eddy|015|323311N|1041048W|32.5531732|-104.1799508|||||982|3222|Angel Draw|05/01/1994|
932001|06440 Water Well|Well|NM|35|Eddy|015|323311N|1041048W|32.5531732|-104.1799508|||||982|3222|Angel Draw|05/01/1994|
932002|06437 Water Well|Well|NM|35|Eddy|015|323429N|1040812W|32.5748401|-104.1366169|||||991|3251|Angel Draw|05/01/1994|
932003|06438 Water Well|Well|NM|35|Eddy|015|323447N|1040858W|32.5798399|-104.1493951|||||990|3248|Angel Draw|05/01/1994|
932004|06169 Water Well|Well|NM|35|Eddy|015|324502N|1042239W|32.7506696|-104.3774618|||||1021|3350|Artesia|05/01/1994|
932005|71041 Water Well|Well|NM|35|Eddy|015|324502N|1042508W|32.7506692|-104.4188523|||||1041|3415|Artesia|05/01/1994|
932006|06168 Water Well|Well|NM|35|Eddy|015|324503N|1042237W|32.7509473|-104.3769063|||||1021|3350|Artesia|05/01/1994|
932007|06123 Water Well|Well|NM|35|Eddy|015|324505N|1042647W|32.7515022|-104.4463533|||||1057|3468|Artesia|05/01/1994|
932008|05083 Water Well|Well|NM|35|Eddy|015|324509N|1042459W|32.7526135|-104.4163522|||||1040|3412|Artesia|05/01/1994|
932009|06167 Water Well|Well|NM|35|Eddy|015|324522N|1042239W|32.756225|-104.3774619|||||1020|3346|Artesia|05/01/1994|
932010|06173 Water Well|Well|NM|35|Eddy|015|324522N|1042311W|32.7562249|-104.3863511|||||1026|3366|Artesia|05/01/1994|
932011|06148 Water Well|Well|NM|35|Eddy|015|324523N|1042444W|32.7565024|-104.4121854|||||1040|3412|Artesia|05/01/1994|
932012|06160 Water Well|Well|NM|35|Eddy|015|324527N|1042239W|32.7576139|-104.3774619|||||1020|3346|Artesia|05/01/1994|
932013|71120 Water Well|Well|NM|35|Eddy|015|324534N|1042311W|32.7595581|-104.3863511|||||1026|3366|Artesia|05/01/1994|
932014|06144 Water Well|Well|NM|35|Eddy|015|324534N|1042542W|32.7595577|-104.4282971|||||1046|3432|Artesia|05/01/1994|
932015|71126 Water Well|Well|NM|35|Eddy|015|324537N|1042342W|32.7603914|-104.3949625|||||1032|3386|Artesia|05/01/1994|
932016|06158 Water Well|Well|NM|35|Eddy|015|324538N|1042239W|32.7606694|-104.3774619|||||1019|3343|Artesia|05/01/1994|
